Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Predictor_Eligibility,Provenance_Layer
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Initial_FCC_fraction,UNRESOLVED_NA,fraction,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED_NA_EXACT_NUMERIC_FCC_FRACTION_NOT_REPORTED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Initial_HCP_fraction,0,fraction,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,SFE_mJ_m2,UNRESOLVED_NA,mJ/m2,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED_NA_NO_CURRENT_ALLOY_NUMERIC_SFE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,SFE_method,UNRESOLVED_NA,as reported,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED_NA_NO_CURRENT_ALLOY_NUMERIC_SFE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,DeltaG_FCC_HCP_J_mol,UNRESOLVED_NA,J/mol,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,DeltaG_method,UNRESOLVED_NA,as reported,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Slip,UNRESOLVED_NA,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED_NA_INSUFFICIENT_CONDITION_LEVEL_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,UTS_MPa,658,MPa,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Elongation_pct,89.8,%,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Evidence_TRIP,NO_CONDITION_SPECIFIC_POST_TEST_PHASE_CHARACTERIZATION,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Evidence_TWIP,C2Mo1 shows the largest deformation-twin population among C2/C2Mo1/C2Mo2 at 40% strain.,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Characterization_methods,XRD; OM/SEM; EBSD/IPF and misorientation at 40% strain,as reported,VERIFIED_MASTER_FIELD_MAPPING,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Verified workbook-to-master mapping,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Source_location,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,as reported,VERIFIED_MASTER_FIELD_MAPPING,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Verified workbook-to-master mapping,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Label_confidence,HIGH,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Notes,"TWIP=1 directly. The authors discuss a TRIP-to-TWIP mechanism shift, but this is insufficient to set TRIP=0 without condition-wide phase evidence.",as reported,VERIFIED_MASTER_FIELD_MAPPING,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Verified workbook-to-master mapping,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Parent_Experiment_ID,P022_MC_C2MO1_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,ML_Condition_ID,P022_MC_C2MO1_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Observation_ID,P022_OBS_C2MO1_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Data_Origin,EXPERIMENTAL,as reported,SOURCE_IDENTITY,Verified article identity / whole paper,Verified PDF and bibliographic DOI identity,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Observation_Role,INDEPENDENT_CONDITION,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Grouping_Review_Required,False,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Grouping_Confidence,HIGH,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Grouping_Reason,Source-defined separately fabricated chemistry variant; one primary room-temperature tensile condition,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Recovered_Initial_FCC_fraction,UNRESOLVED_NA,fraction,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED_NA_EXACT_NUMERIC_FCC_FRACTION_NOT_REPORTED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Recovered_Initial_HCP_fraction,0,fraction,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Recovered_TWIP,1,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Effective_TRIP,UNRESOLVED_NA,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED_NA_INSUFFICIENT_CONDITION_LEVEL_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Effective_TWIP,1,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Study_Series_ID,P022_SERIES01,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Material_Parent_ID,P022_MAT_C2MO1,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Physical_Batch_ID,UNRESOLVED_NA,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED_NA_NOT_SOURCE_SUPPORTED_NO_PSEUDOREPLICATION,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Replicate_ID,UNRESOLVED_NA,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED_NA_NOT_SOURCE_SUPPORTED_NO_PSEUDOREPLICATION,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Leakage_Group_Strict,P022_SERIES01,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Leakage_Group_Material,P022_MAT_C2MO1,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Parent_ML_Condition_ID,P022_MC_C2MO1_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,UTS_mean,658,MPa,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,TE_mean,89.8,%,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Replicate_n,UNRESOLVED_NA,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED_NA_NOT_SOURCE_SUPPORTED_NO_PSEUDOREPLICATION,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Recovered_Bulk_Composition_at_pct,UNRESOLVED_NA,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED_NA_NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Recovered_Composition_Status,NOMINAL_ORIGINAL_ATOMIC_RATIO_ONLY_NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY_REPORTED,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Recovered_Initial_HCP_status,DIRECT_XRD_HCP_FRACTION_ZERO,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Independent_ML_sample,True,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Nominal_Composition_at_pct,UNRESOLVED_NA,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED_NA_ATOMIC_RATIO_FORMULA_NOT_NORMALIZED_TO_ATPCT,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Measured_Composition_Status,NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY_REPORTED,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Initial_Phase_State_Qualitative,XRD_SINGLE_FCC,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO1,P022_MC_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,P022_OBS_C2MO1_ASCAST_RT,Initial_Phase_Status,DIRECT_XRD_WITH_MICROSCOPY_CONTEXT,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
