Priority,Paper_ID,DOI,Condition_ID,Field_or_Issue,Current_Value,What_needs_verification,Where_to_check,Expected_benefit
P2,P012,10.1016/j.jallcom.2022.165108,P012_C02,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C02,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C02,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C02,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C02,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C03,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C04,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C05,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P012,10.1016/j.jallcom.2022.165108,P012_C06,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; experimental sections; Table 2/strain-dependent results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C02,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C03,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C04,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Annealing_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Annealing_time_min,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Cold_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,DeltaG_FCC_HCP_J_mol,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Grain_size_um,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Homogenization_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Homogenization_time_h,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Hot_rolling_T_K,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Hot_rolling_reduction_pct,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Initial_FCC_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,Initial_HCP_fraction,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
P2,P013,10.1016/j.ijplas.2024.104048,P013_C05,SFE_mJ_m2,NA,"Extract value with unit, method, temperature, and condition provenance",Abstract; Materials and methods; four-stage SXRD results,Recover a major ML feature without adding a paper
