Feature_Set,Feature_Family,Column_Name,Eligibility_Status,Reason,Coverage_Count_51,Coverage_Percent_51,Method_Constraint,Leakage_Status,Notes
M4_PLUS_PHYSICS,CHEMISTRY,N_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",1,1.96,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,C_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",9,17.65,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Mo_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",7,13.73,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Si_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Ti_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,V_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Other_elements,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",0,0.0,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Processing_route,CANDIDATE_CORE_V1,Processing history is scientifically essential and broadly reported; raw text remains unencoded.,42,82.35,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Cast_method,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",30,58.82,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Homogenization_T_K,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",32,62.75,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Homogenization_time_h,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",32,62.75,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Hot_rolling_T_K,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",22,43.14,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Hot_rolling_reduction_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",22,43.14,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Cold_rolling_reduction_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",35,68.63,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Annealing_T_K,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",41,80.39,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Annealing_time_min,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",37,72.55,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Cooling_route,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",27,52.94,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,TEST_CONDITIONS,Test_T_K,CANDIDATE_CORE_V1,Planned temperature is mechanism-defining and available before loading.,33,64.71,Must be a planned condition known before loading; no missing temperature/rate is inferred.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,TEST_CONDITIONS,Strain_rate_s-1,CANDIDATE_CORE_V1,Planned rate is mechanism-defining and available before loading.,47,92.16,Must be a planned condition known before loading; no missing temperature/rate is inferred.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,21,41.18,"Require row-level method, structure, temperature, paper/current-reference, and experimental/computational scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_error_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,0,0.0,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,DeltaG_FCC_HCP_J_mol,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,9,17.65,"Require alloy, paper, calculation method, and temperature match; never transfer across papers/alloys.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Elastic_modulus_GPa,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,4,7.84,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Shear_modulus_GPa,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Poisson_ratio,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Lattice_parameter_nm,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,CSRO_present,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Recovered_ISFE_DFT_0K_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,0,0.0,"DFT intrinsic SFE at 0 K; future physics ablation only, never generic experimental SFE.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Recovered_DeltaG_FCC_HCP_300K_J_mol,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,0,0.0,"Thermo-Calc value at 300 K only; never transfer across temperature, alloy, or paper.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,P008_Source_State,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Recovered_Bulk_Composition_at_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Use only when explicitly specimen/material bulk; never substitute local or feedstock chemistry.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Recovered_Processing_route,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,TEST_CONDITIONS,Recovered_Test_T_Reported,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",9,17.65,Raw reported temperature; no numeric inference or standardization in V1.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_value_alloy_level_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,6,11.76,Alloy-level value; do not duplicate across conditions without a predeclared scope rule.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,APT_local_composition,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,Local APT chemistry only; not bulk composition.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,EDS_local_composition,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,Local EDS chemistry only; not bulk composition.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Nominal_Composition_at_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",17,33.33,Nominal chemistry only; do not overwrite with measured chemistry.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Cr_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Mn_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Fe_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Co_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Ni_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Magnetic_transition_T_K,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Low_T_Magnetic_Behavior,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Low_T_Magnetic_Behavior_T_K,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Sintering_T_C,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,SPS_Pressure_MPa,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,SPS_Time_min,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,SPS_Vacuum_Pa,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Feedstock_Composition_at_pct,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",4,7.84,Feedstock scope only; not automatically specimen bulk chemistry.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Local_EDS_Composition_at_pct,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",2,3.92,Local/scanned-region EDS only; not bulk composition.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,FCC_lattice_a_XRD_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,10,19.61,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,HCP_lattice_a_XRD_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,5,9.8,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,HCP_lattice_c_XRD_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,5,9.8,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Measured_Composition_at_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Measured bulk chemistry; retain method and do not normalize in V1.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,TEST_CONDITIONS,Loading_Direction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",11,21.57,Must be a planned condition known before loading; no missing temperature/rate is inferred.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,TEST_CONDITIONS,Test_T_Raw,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",8,15.69,Raw reported temperature text; no RT-to-K conversion is performed in this task.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Initial_FCC_lattice_a_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,1,1.96,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Initial_HCP_c_over_a,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,1,1.96,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Initial_HCP_c_over_a_uncertainty,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,1,1.96,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Cold_Roll_Pass_Reduction_mm,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Remelting_n,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Raw_Material_Purity,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",2,3.92,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_method,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,24,47.06,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,DeltaG_method,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,9,17.65,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Recovered_Composition_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,TEST_CONDITIONS,Recovered_Test_T_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,9,17.65,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_scope,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
