Column_Name,Scientific_Family,Prediction_Time_Class,Feature_Priority,Coverage_Count_51,Coverage_Percent_51,Scientific_Reason,Recommended_Use,Notes
Low_T_Magnetic_Behavior_T_K,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Computational_Magnetic_States,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,3,5.88,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
PM_Model,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,3,5.88,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
AFM_Model,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,3,5.88,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Computational_SFE_Scope,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,3,5.88,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SFE_Relative_Trend,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,3,5.88,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Finite_T_SFE_Excitations_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,3,5.88,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P010_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,3,5.88,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P010_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,3,5.88,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Processing_State_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_ELIGIBLE,9,17.65,Identity fields may memorize study or condition.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Source_Material_ID,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,4,7.84,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Sintering_T_C,PROCESSING,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,4,7.84,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Relative_Density_pct,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,4,7.84,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Effective_Grain_Size_Including_TB_PhaseBoundary_um,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,4,7.84,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_Sigma3_TB_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,10,19.61,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_Twin_Type,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,10,19.61,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Mn_Oxide_Area_Fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,4,7.84,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SPS_Pressure_MPa,PROCESSING,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,4,7.84,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SPS_Time_min,PROCESSING,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,4,7.84,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SPS_Vacuum_Pa,PROCESSING,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,4,7.84,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Detwinning,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,2,3.92,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Feedstock_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,4,7.84,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Feedstock_Composition_Method,CHEMISTRY,PROVENANCE_ONLY,NOT_ELIGIBLE,4,7.84,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Feedstock_Composition_Scope,CHEMISTRY,PROVENANCE_ONLY,NOT_ELIGIBLE,4,7.84,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Local_EDS_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,2,3.92,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Local_EDS_Composition_Scope,CHEMISTRY,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
FCC_lattice_a_XRD_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,10,19.61,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HCP_lattice_a_XRD_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,5,9.8,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HCP_lattice_c_XRD_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,5,9.8,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
KAM_mean_deg,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,5,9.8,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HCP_lath_thickness_nm,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Deformation_Twin_thickness_nm,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P011_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,4,7.84,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P011_Target_Status,TARGET,PROVENANCE_ONLY,NOT_ELIGIBLE,4,7.84,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P011_Negative_TWIP_Evidence,TARGET,TARGET_ONLY,NOT_ELIGIBLE,1,1.96,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P011_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,4,7.84,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Original_TRIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,14,27.45,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Original_TWIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,14,27.45,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P012_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Measured_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,6,11.76,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Measured_Composition_Method,CHEMISTRY,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Grain_Size_Including_TB_as_HAB_um,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,6,11.76,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
XRD_Replicate_n,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
XRD_Replicate_Scope,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Gauge_Cross_Section_mm,TEST_CONDITIONS,METADATA_ONLY,NOT_ELIGIBLE,6,11.76,Descriptive metadata has no approved V1 predictor role.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Loading_Direction,TEST_CONDITIONS,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,11,21.57,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
GND_density_m-2,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Martensite_lath_thickness,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Martensite_interspace_nm,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Observed_Microstructure,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P012_Target_Status,TARGET,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P012_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P013_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P013_Target_Status,TARGET,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Test_T_Raw,TEST_CONDITIONS,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,8,15.69,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Composition_Status,CHEMISTRY,PROVENANCE_ONLY,NOT_ELIGIBLE,8,15.69,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Surface_Preparation,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Specimen_Cutting,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SXRD_Mode,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Beam_Energy_keV,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Exposure_s,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Images_per_loading_step,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Beam_Size_um,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_MnO_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,1,1.96,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Grain_Size_Scope,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HCP_Morphology,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,1,1.96,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
EBSD_Phase_Fraction_Use_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_HCP_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_HCP_Origin,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,1,1.96,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_FCC_lattice_a_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_HCP_c_over_a,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_HCP_c_over_a_uncertainty,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Approx_Stress_MPa,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HCP_fraction_status,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Nearest_SXRD_TRIP_Onset_Stress_MPa,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Tensile_TWIP_Onset_Stress_MPa,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Compression_Twinning_Onset_Stress_MPa,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Final_InSitu_True_Stress_Approx_MPa,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Final_InSitu_Engineering_Strain_Approx_pct,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Mechanism_Phase_Scope,TARGET,TARGET_ONLY,NOT_ELIGIBLE,1,1.96,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P013_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P014_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P014_Target_Status,TARGET,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P014_Legacy_Mapping_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Cold_Roll_Reduction_Status,PROCESSING,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Cold_Roll_Pass_Reduction_mm,PROCESSING,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,5,9.8,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Remelting_n,PROCESSING,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,5,9.8,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Test_T_Status,TEST_CONDITIONS,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
KAM_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recrystallized_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,EXPLORATORY_LATER,3,5.88,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recrystallized_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Processing_TRIP,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,1,1.96,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Processing_TWIP,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,1,1.96,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
