Column_Name,Data_Type,Scientific_Family,Schema_Role,V1_Prediction_Time_Class,Experimental_Coverage_n,Experimental_Coverage_pct,CORE_M2,Pilot_M2_Action,Source_Type,Preprocessing,Potential_Leakage,Scientific_Justification,V2_Review_Status
Initial_Phase_State_Qualitative,object,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,33,47.826,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Initial_Phase_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,37,53.623,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Magnetic_transition_T_K,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Magnetic_transition_Status,object,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,PROVENANCE_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Low_T_Magnetic_Behavior,object,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Low_T_Magnetic_Behavior_T_K,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Computational_Magnetic_States,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
PM_Model,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
AFM_Model,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
Computational_SFE_Scope,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
SFE_Relative_Trend,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
Finite_T_SFE_Excitations_Status,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
P010_Record_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P010_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Processing_State_ID,object,IDENTITY_GROUPING,IDENTIFIER_ONLY,IDENTIFIER_ONLY,24,34.783,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"The identifier can memorize paper, material, condition, or observation identity.",V1_PRECEDENT_RECONFIRMED
Source_Material_ID,object,IDENTITY_GROUPING,GROUPING_ONLY,GROUPING_ONLY,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,A grouping key would expose dependence or study/material identity.,V1_PRECEDENT_RECONFIRMED
Sintering_T_C,float64,PROCESSING,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Relative_Density_pct,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Effective_Grain_Size_Including_TB_PhaseBoundary_um,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Initial_Sigma3_TB_fraction,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,10,14.493,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Initial_Twin_Type,object,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,15,21.739,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Mn_Oxide_Area_Fraction,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
SPS_Pressure_MPa,float64,PROCESSING,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
SPS_Time_min,float64,PROCESSING,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
SPS_Vacuum_Pa,float64,PROCESSING,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Detwinning,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Feedstock_Composition_at_pct,object,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Feedstock_Composition_Method,object,CHEMISTRY,PROVENANCE_ONLY,PROVENANCE_ONLY,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Feedstock_Composition_Scope,object,CHEMISTRY,PROVENANCE_ONLY,PROVENANCE_ONLY,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Local_EDS_Composition_at_pct,object,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,9,13.043,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Local_EDS_Composition_Scope,object,CHEMISTRY,PROVENANCE_ONLY,PROVENANCE_ONLY,9,13.043,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
FCC_lattice_a_XRD_A,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,10,14.493,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
HCP_lattice_a_XRD_A,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
HCP_lattice_c_XRD_A,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
KAM_mean_deg,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
HCP_lath_thickness_nm,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Deformation_Twin_thickness_nm,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
P011_Record_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P011_Target_Status,object,TARGET,PROVENANCE_ONLY,PROVENANCE_ONLY,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P011_Negative_TWIP_Evidence,object,TARGET,TARGET_ONLY,TARGET_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,"The field is a target, direct target state, or target evidence.",V1_PRECEDENT_RECONFIRMED
P011_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Original_TRIP,float64,TARGET,TARGET_ONLY,TARGET_ONLY,17,24.638,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,"The field is a target, direct target state, or target evidence.",V1_PRECEDENT_RECONFIRMED
Original_TWIP,float64,TARGET,TARGET_ONLY,TARGET_ONLY,17,24.638,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,"The field is a target, direct target state, or target evidence.",V1_PRECEDENT_RECONFIRMED
P012_Record_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Measured_Composition_at_pct,object,CHEMISTRY,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Measured_Composition_Method,object,CHEMISTRY,PROVENANCE_ONLY,PROVENANCE_ONLY,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Grain_Size_Including_TB_as_HAB_um,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
XRD_Replicate_n,float64,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
XRD_Replicate_Scope,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Gauge_Cross_Section_mm,object,TEST_CONDITIONS,METADATA_ONLY,METADATA_ONLY,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Metadata can encode paper, workflow, or extraction artifacts rather than material behavior.",V1_PRECEDENT_RECONFIRMED
Loading_Direction,object,TEST_CONDITIONS,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,16,23.188,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
GND_density_m-2,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Martensite_lath_thickness,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Martensite_interspace_nm,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Observed_Microstructure,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
P012_Target_Status,object,TARGET,PROVENANCE_ONLY,PROVENANCE_ONLY,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P012_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P013_Record_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P013_Target_Status,object,TARGET,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Test_T_Raw,object,TEST_CONDITIONS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,29,42.029,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Composition_Status,object,CHEMISTRY,PROVENANCE_ONLY,PROVENANCE_ONLY,29,42.029,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Surface_Preparation,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Specimen_Cutting,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
SXRD_Mode,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Beam_Energy_keV,float64,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Exposure_s,float64,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Images_per_loading_step,float64,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Beam_Size_um,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Initial_MnO_fraction,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Grain_Size_Scope,object,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,PROVENANCE_ONLY,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
HCP_Morphology,object,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
EBSD_Phase_Fraction_Use_Status,object,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Initial_HCP_Status,object,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,PROVENANCE_ONLY,22,31.884,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Initial_HCP_Origin,object,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,19,27.536,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Initial_FCC_lattice_a_A,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Initial_HCP_c_over_a,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Initial_HCP_c_over_a_uncertainty,float64,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Approx_Stress_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
HCP_fraction_status,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Nearest_SXRD_TRIP_Onset_Stress_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Tensile_TWIP_Onset_Stress_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Compression_Twinning_Onset_Stress_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Final_InSitu_True_Stress_Approx_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Final_InSitu_Engineering_Strain_Approx_pct,float64,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Mechanism_Phase_Scope,object,TARGET,TARGET_ONLY,TARGET_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,"The field is a target, direct target state, or target evidence.",V1_PRECEDENT_RECONFIRMED
P013_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P014_Record_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P014_Target_Status,object,TARGET,PROVENANCE_ONLY,PROVENANCE_ONLY,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P014_Legacy_Mapping_Status,float64,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Cold_Roll_Reduction_Status,object,PROCESSING,PROVENANCE_ONLY,PROVENANCE_ONLY,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Cold_Roll_Pass_Reduction_mm,float64,PROCESSING,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
